OrderDate,Month,Region,Category,Product,Quantity,UnitPrice,Revenue,Cost,Profit,MarginPct
2024-10-20,2024-10,East,Furniture,Chair,3,984.73,2954.19,1983.47,970.72,32.9
2024-10-20,2024-10,East,Apparel,Jacket,10,930.28,9302.8,6335.4,2967.4,31.9
2024-10-21,2024-10,North,Groceries,Coffee,9,496.17,4465.53,2674.94,1790.59,40.1
2024-10-21,2024-10,East,Groceries,Coffee,4,526.83,2107.32,1549.18,558.14,26.5
2024-10-21,2024-10,East,Furniture,Bookshelf,4,549.41,2197.64,1495.96,701.68,31.9
2024-10-22,2024-10,South,Furniture,Desk,7,787.11,5509.77,3566.61,1943.16,35.3
2024-10-22,2024-10,West,Apparel,Jacket,4,154.66,618.64,363.73,254.91,41.2
2024-10-22,2024-10,West,Furniture,Bookshelf,3,281.16,843.48,548.54,294.94,35
2024-10-23,2024-10,West,Groceries,Tea,1,705.81,705.81,433.77,272.04,38.5
2024-10-23,2024-10,East,Electronics,Phone,9,30.46,274.14,218.38,55.76,20.3
2024-10-24,2024-10,North,Furniture,Desk,7,466.23,3263.61,2208.69,1054.92,32.3
2024-10-25,2024-10,North,Furniture,Bookshelf,9,24.62,221.58,146.08,75.5,34.1
2024-10-25,2024-10,West,Electronics,Laptop,5,506.77,2533.85,1549.36,984.49,38.9
2024-10-26,2024-10,South,Electronics,Headphones,5,84.21,421.05,299.72,121.33,28.8
2024-10-26,2024-10,West,Furniture,Bookshelf,1,304.63,304.63,238.16,66.47,21.8
2024-10-26,2024-10,West,Furniture,Bookshelf,3,660.22,1980.66,1234.75,745.91,37.7
2024-10-27,2024-10,North,Groceries,Snacks,2,304.81,609.62,352.94,256.68,42.1
2024-10-27,2024-10,North,Electronics,Phone,10,611.88,6118.8,3693.26,2425.54,39.6
2024-10-27,2024-10,North,Furniture,Bookshelf,2,789.28,1578.56,1171.94,406.62,25.8
2024-10-28,2024-10,North,Apparel,T-Shirt,8,470.23,3761.84,2719.94,1041.9,27.7
2024-10-28,2024-10,East,Groceries,Snacks,6,431.64,2589.84,2052.01,537.83,20.8
2024-10-28,2024-10,West,Electronics,Laptop,6,968.49,5810.94,3231.65,2579.29,44.4
2024-10-29,2024-10,North,Electronics,Phone,5,299.22,1496.1,1123.33,372.77,24.9
2024-10-29,2024-10,North,Furniture,Bookshelf,2,279.36,558.72,423.81,134.91,24.1
2024-10-30,2024-10,West,Furniture,Bookshelf,11,620.03,6820.33,4192.14,2628.19,38.5
2024-10-30,2024-10,South,Apparel,Sneakers,3,375.29,1125.87,836.66,289.21,25.7
2024-10-30,2024-10,South,Apparel,T-Shirt,1,524.22,524.22,327.09,197.13,37.6
2024-10-31,2024-10,East,Electronics,Phone,7,532.24,3725.68,2451.54,1274.14,34.2
2024-11-01,2024-11,West,Groceries,Coffee,9,736.94,6632.46,4359.09,2273.37,34.3
2024-11-01,2024-11,East,Apparel,Sneakers,5,386.02,1930.1,1461.91,468.19,24.3
2024-11-01,2024-11,South,Groceries,Snacks,11,601.05,6611.55,3683.52,2928.03,44.3
2024-11-02,2024-11,West,Apparel,Sneakers,10,789.35,7893.5,5327.68,2565.82,32.5
2024-11-02,2024-11,East,Groceries,Coffee,7,743.05,5201.35,3146.25,2055.1,39.5
2024-11-03,2024-11,South,Furniture,Bookshelf,5,639.19,3195.95,2297.63,898.32,28.1
2024-11-04,2024-11,North,Groceries,Coffee,5,15.19,75.95,54.94,21.01,27.7
2024-11-04,2024-11,South,Apparel,Sneakers,8,385.68,3085.44,1772.95,1312.49,42.5
2024-11-05,2024-11,North,Groceries,Snacks,1,253.2,253.2,142.06,111.14,43.9
2024-11-05,2024-11,North,Furniture,Bookshelf,11,815.59,8971.49,6712.77,2258.72,25.2
2024-11-06,2024-11,North,Electronics,Phone,5,971.97,4859.85,3079.65,1780.2,36.6
2024-11-07,2024-11,South,Apparel,T-Shirt,6,474.03,2844.18,2206.66,637.52,22.4
2024-11-07,2024-11,South,Electronics,Monitor,10,94.38,943.8,578.48,365.32,38.7
2024-11-07,2024-11,South,Apparel,Sneakers,8,557.39,4459.12,2785.48,1673.64,37.5
2024-11-08,2024-11,East,Apparel,Sneakers,8,211.33,1690.64,1090.34,600.3,35.5
2024-11-09,2024-11,South,Groceries,Tea,4,998.36,3993.44,2887.56,1105.88,27.7
2024-11-09,2024-11,North,Electronics,Laptop,3,334.07,1002.21,737.73,264.48,26.4
2024-11-10,2024-11,South,Furniture,Bookshelf,5,401.72,2008.6,1518.86,489.74,24.4
2024-11-10,2024-11,East,Apparel,Jacket,9,661.72,5955.48,4097.71,1857.77,31.2
2024-11-11,2024-11,East,Groceries,Snacks,11,986.4,10850.4,6760.71,4089.69,37.7
2024-11-12,2024-11,East,Groceries,Coffee,5,104.72,523.6,397.46,126.14,24.1
2024-11-13,2024-11,East,Electronics,Phone,2,353.38,706.76,531.57,175.19,24.8
2024-11-13,2024-11,East,Apparel,T-Shirt,10,171.29,1712.9,1076.56,636.34,37.1
2024-11-14,2024-11,South,Groceries,Tea,9,701.92,6317.28,4699.45,1617.83,25.6
2024-11-14,2024-11,South,Groceries,Snacks,7,120,840,505.96,334.04,39.8
2024-11-15,2024-11,South,Apparel,T-Shirt,5,48.35,241.75,154.63,87.12,36
2024-11-16,2024-11,East,Furniture,Chair,10,661.01,6610.1,4150.23,2459.87,37.2
2024-11-16,2024-11,West,Apparel,Sneakers,2,668.31,1336.62,986.95,349.67,26.2
2024-11-17,2024-11,South,Groceries,Coffee,9,804.87,7243.83,5349.49,1894.34,26.2
2024-11-17,2024-11,South,Furniture,Bookshelf,10,836.72,8367.2,5688.96,2678.24,32
2024-11-17,2024-11,North,Groceries,Coffee,1,598.48,598.48,364.5,233.98,39.1
2024-11-18,2024-11,West,Groceries,Snacks,6,772.93,4637.58,3039.11,1598.47,34.5
2024-11-18,2024-11,North,Electronics,Phone,7,27.34,191.38,114.75,76.63,40
2024-11-18,2024-11,East,Groceries,Tea,2,406.86,813.72,510.87,302.85,37.2
2024-11-19,2024-11,North,Apparel,Jacket,8,963.44,7707.52,5104.68,2602.84,33.8
2024-11-19,2024-11,East,Groceries,Tea,11,603,6633,4209.04,2423.96,36.5
2024-11-20,2024-11,West,Groceries,Snacks,11,967.15,10638.65,7979.58,2659.07,25
2024-11-21,2024-11,South,Furniture,Bookshelf,4,325.07,1300.28,861.82,438.46,33.7
2024-11-21,2024-11,North,Apparel,T-Shirt,5,198.63,993.15,730.92,262.23,26.4
2024-11-22,2024-11,East,Electronics,Headphones,9,109.19,982.71,782.19,200.52,20.4
2024-11-22,2024-11,North,Electronics,Monitor,5,393.99,1969.95,1296.68,673.27,34.2
2024-11-22,2024-11,South,Electronics,Headphones,2,414.27,828.54,584,244.54,29.5
2024-11-23,2024-11,North,Apparel,T-Shirt,10,919.11,9191.1,6779.25,2411.85,26.2
2024-11-24,2024-11,West,Apparel,T-Shirt,3,327.04,981.12,738.06,243.06,24.8
2024-11-24,2024-11,North,Groceries,Tea,3,269.79,809.37,482.25,327.12,40.4
2024-11-25,2024-11,East,Groceries,Snacks,4,358.3,1433.2,1138.9,294.3,20.5
2024-11-25,2024-11,East,Groceries,Coffee,5,729.46,3647.3,2693.29,954.01,26.2
2024-11-25,2024-11,North,Groceries,Coffee,1,937.85,937.85,691.71,246.14,26.2
2024-11-26,2024-11,South,Electronics,Monitor,3,939.44,2818.32,2146.59,671.73,23.8
2024-11-26,2024-11,East,Electronics,Headphones,7,491.57,3440.99,1977.99,1463,42.5
2024-11-27,2024-11,North,Electronics,Monitor,9,963.94,8675.46,6646.41,2029.05,23.4
2024-11-27,2024-11,West,Apparel,T-Shirt,3,768.28,2304.84,1478.33,826.51,35.9
2024-11-27,2024-11,East,Furniture,Chair,9,714.81,6433.29,4543.97,1889.32,29.4
2024-11-28,2024-11,North,Furniture,Chair,1,516.01,516.01,350.23,165.78,32.1
2024-11-29,2024-11,South,Furniture,Desk,4,469.76,1879.04,1155.38,723.66,38.5
2024-11-29,2024-11,East,Furniture,Bookshelf,11,865.93,9525.23,6022.99,3502.24,36.8
2024-11-29,2024-11,North,Electronics,Laptop,8,129.18,1033.44,696.96,336.48,32.6
2024-11-30,2024-11,South,Groceries,Snacks,6,807.71,4846.26,3714.49,1131.77,23.4
2024-11-30,2024-11,East,Groceries,Coffee,3,66.56,199.68,147.19,52.49,26.3
2024-11-30,2024-11,North,Apparel,Jacket,5,233.59,1167.95,800,367.95,31.5
2024-12-01,2024-12,North,Groceries,Tea,5,924.57,4622.85,3190.74,1432.11,31
2024-12-01,2024-12,East,Groceries,Tea,3,271.69,815.07,635.94,179.13,22
2024-12-02,2024-12,East,Apparel,T-Shirt,1,60.57,60.57,45.44,15.13,25
2024-12-03,2024-12,North,Furniture,Chair,8,590.48,4723.84,3155.06,1568.78,33.2
2024-12-03,2024-12,North,Electronics,Laptop,10,656.91,6569.1,5241.79,1327.31,20.2
2024-12-04,2024-12,North,Apparel,T-Shirt,9,283.6,2552.4,1703.9,848.5,33.2
2024-12-05,2024-12,South,Groceries,Tea,11,359.49,3954.39,2509.43,1444.96,36.5
2024-12-05,2024-12,West,Electronics,Laptop,8,106.97,855.76,549.45,306.31,35.8
2024-12-05,2024-12,North,Furniture,Bookshelf,4,457.26,1829.04,1202.37,626.67,34.3
2024-12-06,2024-12,East,Furniture,Desk,4,708.42,2833.68,1951.96,881.72,31.1
2024-12-06,2024-12,East,Furniture,Bookshelf,10,609.55,6095.5,4558.32,1537.18,25.2
2024-12-06,2024-12,West,Groceries,Tea,8,929.1,7432.8,4227.94,3204.86,43.1
2024-12-07,2024-12,South,Furniture,Desk,1,355.55,355.55,225.76,129.79,36.5
2024-12-08,2024-12,North,Furniture,Chair,4,384.21,1536.84,1132.56,404.28,26.3
2024-12-08,2024-12,North,Furniture,Chair,7,201.18,1408.26,820.59,587.67,41.7
2024-12-08,2024-12,North,Apparel,Sneakers,7,470.24,3291.68,2084.19,1207.49,36.7
2024-12-09,2024-12,West,Groceries,Coffee,7,256.56,1795.92,1112.43,683.49,38.1
2024-12-10,2024-12,East,Furniture,Desk,11,300.47,3305.17,2111.32,1193.85,36.1
2024-12-11,2024-12,East,Groceries,Coffee,6,255.61,1533.66,1028.36,505.3,32.9
2024-12-12,2024-12,East,Furniture,Chair,3,508.59,1525.77,1143.41,382.36,25.1
2024-12-12,2024-12,North,Furniture,Chair,8,997.09,7976.72,5792.4,2184.32,27.4
2024-12-12,2024-12,South,Electronics,Phone,6,998.84,5993.04,4743.87,1249.17,20.8
2024-12-13,2024-12,South,Electronics,Phone,10,37.55,375.5,236.62,138.88,37
2024-12-14,2024-12,North,Electronics,Monitor,5,43.71,218.55,132.05,86.5,39.6
2024-12-14,2024-12,South,Groceries,Tea,11,232.43,2556.73,1614.46,942.27,36.9
2024-12-14,2024-12,West,Apparel,Sneakers,9,898.34,8085.06,6275.45,1809.61,22.4
2024-12-15,2024-12,East,Apparel,Jacket,5,774.63,3873.15,2814.46,1058.69,27.3
2024-12-15,2024-12,South,Apparel,Jacket,6,147.37,884.22,592.34,291.88,33
2024-12-15,2024-12,East,Apparel,T-Shirt,8,609.95,4879.6,3229.63,1649.97,33.8
2024-12-16,2024-12,West,Apparel,T-Shirt,8,945.51,7564.08,5218.82,2345.26,31
2024-12-16,2024-12,North,Furniture,Bookshelf,6,272.34,1634.04,1135.42,498.62,30.5
2024-12-16,2024-12,North,Furniture,Bookshelf,9,586.41,5277.69,3623.5,1654.19,31.3
2024-12-17,2024-12,South,Furniture,Bookshelf,11,509,5599,4323.17,1275.83,22.8
2024-12-18,2024-12,South,Furniture,Bookshelf,1,802.68,802.68,494.57,308.11,38.4
2024-12-18,2024-12,South,Furniture,Desk,3,737.31,2211.93,1519.61,692.32,31.3
2024-12-19,2024-12,North,Groceries,Tea,4,693.3,2773.2,1581.79,1191.41,43
2024-12-19,2024-12,East,Groceries,Snacks,6,198.12,1188.72,678.6,510.12,42.9
2024-12-20,2024-12,North,Furniture,Desk,2,794.65,1589.3,1013.2,576.1,36.2
2024-12-21,2024-12,East,Apparel,Jacket,3,149.66,448.98,329.8,119.18,26.5
2024-12-21,2024-12,South,Electronics,Phone,8,823.51,6588.08,5265.81,1322.27,20.1
2024-12-21,2024-12,South,Electronics,Monitor,10,638.4,6384,3668.16,2715.84,42.5
2024-12-22,2024-12,East,Furniture,Bookshelf,11,197.59,2173.49,1311.67,861.82,39.7
2024-12-23,2024-12,South,Apparel,T-Shirt,10,98.9,989,647.88,341.12,34.5
2024-12-23,2024-12,North,Furniture,Bookshelf,9,916.72,8250.48,6114.82,2135.66,25.9
2024-12-23,2024-12,North,Electronics,Monitor,8,456,3648,2734.23,913.77,25
2024-12-24,2024-12,North,Electronics,Laptop,10,158.89,1588.9,1091.46,497.44,31.3
2024-12-24,2024-12,West,Electronics,Phone,10,12.4,124,73.62,50.38,40.6
2024-12-24,2024-12,North,Furniture,Desk,1,39.55,39.55,31.38,8.17,20.7
2024-12-25,2024-12,East,Apparel,Sneakers,4,881.52,3526.08,2502.85,1023.23,29
2024-12-25,2024-12,West,Groceries,Snacks,4,347.96,1391.84,867.32,524.52,37.7
2024-12-26,2024-12,North,Electronics,Headphones,11,459.22,5051.42,2897.61,2153.81,42.6
2024-12-27,2024-12,West,Furniture,Desk,6,875.67,5254.02,2937.73,2316.29,44.1
2024-12-28,2024-12,North,Apparel,T-Shirt,10,60.76,607.6,440.34,167.26,27.5
2024-12-28,2024-12,South,Groceries,Coffee,7,746.44,5225.08,3309.42,1915.66,36.7
2024-12-29,2024-12,North,Electronics,Headphones,2,590.31,1180.62,815.18,365.44,31
2024-12-30,2024-12,North,Electronics,Monitor,3,620.72,1862.16,1459.64,402.52,21.6
2024-12-30,2024-12,East,Groceries,Coffee,6,163.97,983.82,647.09,336.73,34.2
2024-12-30,2024-12,South,Groceries,Coffee,2,812.26,1624.52,1082,542.52,33.4
2024-12-31,2024-12,West,Apparel,Jacket,3,446.41,1339.23,804.6,534.63,39.9
2025-01-01,2025-01,East,Groceries,Snacks,9,777.93,7001.37,5375.09,1626.28,23.2
2025-01-02,2025-01,East,Electronics,Headphones,8,875.16,7001.28,4313.56,2687.72,38.4
2025-01-03,2025-01,East,Groceries,Snacks,9,430.5,3874.5,2434.09,1440.41,37.2
2025-01-04,2025-01,East,Electronics,Headphones,5,688.53,3442.65,2148.28,1294.37,37.6
2025-01-04,2025-01,North,Groceries,Snacks,8,597.26,4778.08,3815.93,962.15,20.1
2025-01-05,2025-01,East,Electronics,Monitor,9,703.45,6331.05,3932.6,2398.45,37.9
2025-01-05,2025-01,South,Electronics,Headphones,10,490.34,4903.4,3844.85,1058.55,21.6
2025-01-06,2025-01,South,Electronics,Headphones,5,438.46,2192.3,1214.57,977.73,44.6
2025-01-07,2025-01,South,Apparel,Sneakers,2,426.24,852.48,488.11,364.37,42.7
2025-01-07,2025-01,South,Apparel,Sneakers,6,990.04,5940.24,3389.33,2550.91,42.9
2025-01-07,2025-01,North,Groceries,Snacks,11,357.62,3933.82,2926.4,1007.42,25.6
2025-01-08,2025-01,West,Electronics,Laptop,9,885.53,7969.77,4446.51,3523.26,44.2
2025-01-09,2025-01,North,Furniture,Desk,5,688.86,3444.3,2080.66,1363.64,39.6
2025-01-09,2025-01,West,Apparel,Jacket,5,633.86,3169.3,2044.22,1125.08,35.5
2025-01-10,2025-01,West,Apparel,T-Shirt,3,965.94,2897.82,2196.56,701.26,24.2
2025-01-10,2025-01,South,Furniture,Desk,2,773.07,1546.14,1212.69,333.45,21.6
2025-01-11,2025-01,East,Furniture,Bookshelf,9,920.3,8282.7,5321.6,2961.1,35.8
2025-01-11,2025-01,East,Electronics,Monitor,5,124.99,624.95,344.64,280.31,44.9
2025-01-12,2025-01,West,Groceries,Tea,10,620.73,6207.3,3940.12,2267.18,36.5
2025-01-12,2025-01,South,Groceries,Tea,5,426.3,2131.5,1483.47,648.03,30.4
2025-01-12,2025-01,East,Groceries,Coffee,5,63.18,315.9,251.61,64.29,20.4
2025-01-13,2025-01,West,Apparel,Jacket,8,414.5,3316,1865.81,1450.19,43.7
2025-01-13,2025-01,South,Apparel,Jacket,5,15.42,77.1,47.36,29.74,38.6
2025-01-14,2025-01,North,Electronics,Laptop,10,289.22,2892.2,1974.06,918.14,31.7
2025-01-14,2025-01,West,Apparel,Sneakers,3,843.39,2530.17,1673.52,856.65,33.9
2025-01-15,2025-01,South,Electronics,Laptop,6,577.01,3462.06,2380.99,1081.07,31.2
2025-01-16,2025-01,East,Apparel,Sneakers,10,805.96,8059.6,5171.2,2888.4,35.8
2025-01-16,2025-01,North,Groceries,Coffee,8,987.87,7902.96,5304.74,2598.22,32.9
2025-01-17,2025-01,East,Groceries,Tea,11,733.72,8070.92,4667.53,3403.39,42.2
2025-01-18,2025-01,East,Furniture,Desk,10,51.89,518.9,318.54,200.36,38.6
2025-01-18,2025-01,South,Electronics,Monitor,11,830.2,9132.2,6934.03,2198.17,24.1
2025-01-19,2025-01,East,Groceries,Snacks,5,177.25,886.25,508.21,378.04,42.7
2025-01-19,2025-01,South,Groceries,Snacks,4,292.15,1168.6,708.59,460.01,39.4
2025-01-20,2025-01,West,Furniture,Chair,6,330.45,1982.7,1452.5,530.2,26.7
2025-01-20,2025-01,North,Furniture,Desk,7,972.14,6804.98,5234.05,1570.93,23.1
2025-01-21,2025-01,North,Apparel,Jacket,9,144.92,1304.28,995.41,308.87,23.7
2025-01-21,2025-01,South,Electronics,Laptop,9,642.47,5782.23,3476.08,2306.15,39.9
2025-01-21,2025-01,North,Groceries,Tea,10,72.25,722.5,518.89,203.61,28.2
2025-01-22,2025-01,West,Apparel,T-Shirt,7,946.72,6627.04,5010.44,1616.6,24.4
2025-01-23,2025-01,South,Electronics,Phone,9,372.44,3351.96,2470.21,881.75,26.3
2025-01-23,2025-01,East,Apparel,Jacket,8,650.74,5205.92,3699.53,1506.39,28.9
2025-01-24,2025-01,South,Furniture,Desk,10,751.62,7516.2,4573.86,2942.34,39.1
2025-01-25,2025-01,South,Furniture,Desk,3,937.85,2813.55,2222.91,590.64,21
2025-01-26,2025-01,East,Electronics,Laptop,7,94.86,664.02,520.79,143.23,21.6
2025-01-26,2025-01,West,Apparel,T-Shirt,7,597.64,4183.48,2716.5,1466.98,35.1
2025-01-26,2025-01,East,Groceries,Snacks,2,520.08,1040.16,623.37,416.79,40.1
2025-01-27,2025-01,East,Furniture,Bookshelf,4,103.21,412.84,317.03,95.81,23.2
2025-01-27,2025-01,North,Apparel,Sneakers,1,124.75,124.75,76.23,48.52,38.9
2025-01-28,2025-01,South,Furniture,Desk,2,980,1960,1112.39,847.61,43.2
2025-01-28,2025-01,East,Apparel,T-Shirt,8,308.97,2471.76,1806.33,665.43,26.9
2025-01-28,2025-01,South,Furniture,Chair,8,995.5,7964,4382.23,3581.77,45
2025-01-29,2025-01,East,Groceries,Tea,10,682.18,6821.8,5121.03,1700.77,24.9
2025-01-29,2025-01,South,Furniture,Bookshelf,5,403.25,2016.25,1486.77,529.48,26.3
2025-01-29,2025-01,East,Apparel,Sneakers,11,867.59,9543.49,6131.4,3412.09,35.8
2025-01-30,2025-01,East,Electronics,Phone,8,759.35,6074.8,3552.25,2522.55,41.5
2025-01-30,2025-01,West,Furniture,Chair,6,375.29,2251.74,1712.38,539.36,24
2025-01-31,2025-01,South,Electronics,Phone,4,902.64,3610.56,2092.77,1517.79,42
2025-02-01,2025-02,South,Furniture,Chair,3,274.99,824.97,516.02,308.95,37.4
2025-02-01,2025-02,South,Groceries,Tea,7,366.6,2566.2,1717.3,848.9,33.1
2025-02-02,2025-02,South,Apparel,T-Shirt,4,803.91,3215.64,2369.31,846.33,26.3
2025-02-03,2025-02,East,Furniture,Desk,3,14.64,43.92,30.7,13.22,30.1
2025-02-03,2025-02,South,Furniture,Bookshelf,2,411.21,822.42,470.81,351.61,42.8
2025-02-03,2025-02,West,Apparel,T-Shirt,7,124.31,870.17,576.03,294.14,33.8
2025-02-04,2025-02,East,Furniture,Desk,3,251.91,755.73,445.83,309.9,41
2025-02-04,2025-02,South,Groceries,Tea,2,77.17,154.34,119.93,34.41,22.3
2025-02-05,2025-02,North,Electronics,Phone,3,837.67,2513.01,1450.59,1062.42,42.3
2025-02-05,2025-02,North,Electronics,Headphones,3,363.84,1091.52,672.11,419.41,38.4
2025-02-06,2025-02,East,Furniture,Bookshelf,8,292.16,2337.28,1394.21,943.07,40.3
2025-02-07,2025-02,East,Furniture,Desk,9,896.04,8064.36,5298.57,2765.79,34.3
2025-02-07,2025-02,North,Electronics,Laptop,9,633.95,5705.55,3451.53,2254.02,39.5
2025-02-07,2025-02,West,Electronics,Monitor,5,557.43,2787.15,2087.21,699.94,25.1
2025-02-08,2025-02,West,Electronics,Phone,5,38.11,190.55,117.04,73.51,38.6
2025-02-08,2025-02,West,Electronics,Laptop,2,27.83,55.66,41.83,13.83,24.8
2025-02-08,2025-02,North,Groceries,Snacks,2,863.48,1726.96,1292.98,433.98,25.1
2025-02-09,2025-02,North,Furniture,Chair,1,633.89,633.89,385.01,248.88,39.3
2025-02-09,2025-02,North,Apparel,Jacket,4,341.5,1366,864.84,501.16,36.7
2025-02-10,2025-02,North,Groceries,Tea,8,583.39,4667.12,3578.41,1088.71,23.3
2025-02-10,2025-02,West,Apparel,Sneakers,4,179.78,719.12,566.2,152.92,21.3
2025-02-10,2025-02,West,Electronics,Monitor,4,194.87,779.48,563.63,215.85,27.7
2025-02-11,2025-02,East,Apparel,Jacket,4,958.93,3835.72,2295.8,1539.92,40.1
2025-02-12,2025-02,North,Electronics,Phone,11,819.34,9012.74,6206.56,2806.18,31.1
2025-02-13,2025-02,South,Electronics,Monitor,8,374.84,2998.72,2099.08,899.64,30
2025-02-13,2025-02,West,Groceries,Coffee,5,84.19,420.95,323.77,97.18,23.1
2025-02-13,2025-02,North,Electronics,Headphones,9,801.69,7215.21,5562.11,1653.1,22.9
2025-02-14,2025-02,West,Furniture,Bookshelf,5,165.91,829.55,502.08,327.47,39.5
2025-02-14,2025-02,East,Furniture,Chair,1,434.67,434.67,342.03,92.64,21.3
2025-02-15,2025-02,West,Apparel,Jacket,1,492.14,492.14,348.89,143.25,29.1
2025-02-15,2025-02,North,Groceries,Coffee,4,321.15,1284.6,735.67,548.93,42.7
2025-02-16,2025-02,East,Electronics,Laptop,11,726.56,7992.16,5034.29,2957.87,37
2025-02-17,2025-02,North,Electronics,Phone,3,568.66,1705.98,1004.6,701.38,41.1
2025-02-18,2025-02,South,Groceries,Coffee,3,422.07,1266.21,842.62,423.59,33.5
2025-02-18,2025-02,North,Apparel,Jacket,7,185.02,1295.14,798.23,496.91,38.4
2025-02-19,2025-02,North,Electronics,Phone,5,514.28,2571.4,1594.34,977.06,38
2025-02-20,2025-02,West,Electronics,Phone,8,334.8,2678.4,1546.34,1132.06,42.3
2025-02-20,2025-02,South,Groceries,Coffee,1,779.88,779.88,525.34,254.54,32.6
2025-02-20,2025-02,West,Furniture,Desk,11,756.45,8320.95,4826.17,3494.78,42
2025-02-21,2025-02,West,Apparel,T-Shirt,1,921.83,921.83,687.58,234.25,25.4
2025-02-21,2025-02,West,Furniture,Desk,9,118.67,1068.03,775.44,292.59,27.4
2025-02-21,2025-02,South,Apparel,Jacket,4,559.2,2236.8,1381.69,855.11,38.2
2025-02-22,2025-02,East,Groceries,Coffee,4,936.4,3745.6,2981.25,764.35,20.4
2025-02-22,2025-02,West,Groceries,Snacks,1,180.58,180.58,124.9,55.68,30.8
2025-02-23,2025-02,East,Furniture,Chair,2,323.44,646.88,404.31,242.57,37.5
2025-02-23,2025-02,West,Groceries,Snacks,11,903.64,9940.04,6819.27,3120.77,31.4
2025-02-24,2025-02,North,Furniture,Desk,1,813.97,813.97,516.52,297.45,36.5
2025-02-25,2025-02,East,Electronics,Laptop,1,454.68,454.68,350.86,103.82,22.8
2025-02-25,2025-02,North,Electronics,Laptop,6,154.52,927.12,699.38,227.74,24.6
2025-02-26,2025-02,North,Apparel,Sneakers,7,144.31,1010.17,562.08,448.09,44.4
2025-02-27,2025-02,North,Furniture,Bookshelf,4,670.12,2680.48,1964.82,715.66,26.7
2025-02-28,2025-02,South,Apparel,T-Shirt,10,205.56,2055.6,1559.18,496.42,24.1
2025-02-28,2025-02,North,Groceries,Coffee,1,595.85,595.85,431.7,164.15,27.5
2025-02-28,2025-02,West,Furniture,Desk,10,351.42,3514.2,2642.47,871.73,24.8
2025-03-01,2025-03,West,Furniture,Chair,11,581.53,6396.83,4978.29,1418.54,22.2
2025-03-02,2025-03,South,Electronics,Phone,3,245.64,736.92,477.65,259.27,35.2
2025-03-02,2025-03,South,Apparel,Jacket,4,632.94,2531.76,1797.27,734.49,29
2025-03-02,2025-03,South,Groceries,Snacks,5,391.99,1959.95,1112.44,847.51,43.2
2025-03-03,2025-03,North,Furniture,Chair,5,861.86,4309.3,3094.53,1214.77,28.2
2025-03-04,2025-03,North,Apparel,Sneakers,9,781.02,7029.18,5438.32,1590.86,22.6
2025-03-04,2025-03,West,Groceries,Tea,7,836.36,5854.52,4430.04,1424.48,24.3
2025-03-05,2025-03,South,Electronics,Monitor,9,580.54,5224.86,3130.55,2094.31,40.1
2025-03-05,2025-03,North,Apparel,T-Shirt,2,150.63,301.26,203.37,97.89,32.5
2025-03-05,2025-03,South,Groceries,Tea,3,51.9,155.7,122.82,32.88,21.1
2025-03-06,2025-03,West,Apparel,T-Shirt,4,977.16,3908.64,2769.73,1138.91,29.1
2025-03-06,2025-03,East,Apparel,T-Shirt,6,240.67,1444.02,1050.08,393.94,27.3
2025-03-07,2025-03,West,Apparel,Jacket,6,337.43,2024.58,1237.7,786.88,38.9
2025-03-07,2025-03,West,Groceries,Tea,8,484.96,3879.68,2376.09,1503.59,38.8
2025-03-08,2025-03,South,Furniture,Bookshelf,6,228.23,1369.38,995.57,373.81,27.3
2025-03-09,2025-03,North,Electronics,Phone,5,627.89,3139.45,1952.78,1186.67,37.8
2025-03-09,2025-03,South,Electronics,Laptop,1,328.77,328.77,252.23,76.54,23.3
2025-03-10,2025-03,East,Apparel,T-Shirt,8,28.5,228,174.42,53.58,23.5
2025-03-10,2025-03,West,Groceries,Coffee,7,16.48,115.36,73,42.36,36.7
2025-03-11,2025-03,East,Groceries,Tea,5,178.85,894.25,562.68,331.57,37.1
2025-03-12,2025-03,South,Electronics,Phone,3,459.57,1378.71,1045.25,333.46,24.2
2025-03-12,2025-03,West,Electronics,Laptop,3,929.88,2789.64,1788.22,1001.42,35.9
2025-03-13,2025-03,South,Groceries,Tea,3,668.01,2004.03,1341.77,662.26,33
2025-03-13,2025-03,South,Furniture,Bookshelf,4,709.91,2839.64,1620.69,1218.95,42.9
2025-03-14,2025-03,West,Apparel,Sneakers,5,95.38,476.9,365.71,111.19,23.3
2025-03-15,2025-03,South,Furniture,Desk,8,433.79,3470.32,2116.78,1353.54,39
2025-03-16,2025-03,South,Groceries,Snacks,9,650.69,5856.21,4161.51,1694.7,28.9
2025-03-17,2025-03,North,Furniture,Chair,5,714.13,3570.65,2581.96,988.69,27.7
2025-03-17,2025-03,East,Groceries,Tea,1,573.12,573.12,331.8,241.32,42.1
2025-03-17,2025-03,East,Furniture,Desk,4,430.68,1722.72,997.21,725.51,42.1
2025-03-18,2025-03,East,Furniture,Desk,3,679.39,2038.17,1533.17,505,24.8
2025-03-19,2025-03,North,Furniture,Chair,2,587.17,1174.34,663.45,510.89,43.5
2025-03-19,2025-03,South,Furniture,Chair,10,801.54,8015.4,6265.56,1749.84,21.8
2025-03-20,2025-03,East,Electronics,Laptop,8,271.98,2175.84,1249.25,926.59,42.6
2025-03-20,2025-03,West,Furniture,Bookshelf,2,444.53,889.06,692.17,196.89,22.1
